Study;PublicationYear;Day;Hour;IL6_pgml-1;IL6_errorvalue;IL6_sem;n;IL6_sd;TimeFromCatheter_h;Sleep;TimeAsleep;TimeAwake
Crispim2012EM;2012;2;32;2,360911271;2,217083476;0,143827795;6;0,352304708;24;0;6;
Crispim2012N;2012;1;8;3,023866621;3,657074341;0,63320772;9;1,899623159;0;0;;
Crispim2012N;2012;1;12;3,143656503;3,819744205;0,676087701;9;2,028263104;4;0;;
Crispim2012N;2012;1;16;2,615735983;2,975619504;0,359883522;9;1,079650565;8;0;;
Crispim2012N;2012;1;20;2,749971451;3,325625214;0,575653763;9;1,726961288;12;0;;
Crispim2012N;2012;2;24;2,75465342;3,373358456;0,618705036;9;1,856115108;16;1;2;
Crispim2012N;2012;2;28;2,413840356;3,219652849;0,805812493;9;2,417437479;20;1;6;
Crispim2012N;2012;2;32;3,037341555;3,684766473;0,647424917;9;1,942274752;24;0;8;
Crispim2012D;2012;1;8;2,779205207;3,383293365;0,604088158;7;1,598267036;0;1;0;
Crispim2012D;2012;1;12;2,884663698;3,46031746;0,575653763;7;1,523036697;4;1;4;
Crispim2012D;2012;1;16;2,270583533;2,544021925;0,273438392;7;0,723449985;8;0;6;
Crispim2012D;2012;1;20;3,023295649;3,55566975;0,532374101;7;1,408529475;12;0;;
Crispim2012D;2012;2;24;2,466883636;2,768984812;0,302101176;7;0,799284583;16;0;;
Crispim2012D;2012;2;28;3,26276122;3,780861025;0,518099806;7;1,370763241;20;0;;
Crispim2012D;2012;2;32;2,807011534;3,454436451;0,647424917;7;1,712925324;24;0;;
Voderholzer2012;2012;0;22;1,129032258;2,167741935;1,038709677;16;1,038709677;0;1;0;
Voderholzer2012;2012;1;24;1,670967742;2,935483871;1,264516129;16;1,264516129;2;1;2;
Voderholzer2012;2012;1;26;1,35483871;2,393548387;1,038709677;16;1,038709677;4;1;4;
Voderholzer2012;2012;1;28;1,648387097;3,635483871;1,987096774;16;1,987096774;6;1;6;
Voderholzer2012;2012;1;30;1,151612903;1,829032258;0,677419355;16;0,677419355;8;1;8;
Voderholzer2012;2012;1;32;1,806451613;3,251612903;1,44516129;16;1,44516129;10;1;10;
Grigoleit2012;2012;1;9;1,265060241;2,168674699;0,903614458;10;0,285747981;0;0;;2
Grigoleit2012;2012;1;10;1,084337349;2,168674699;1,084337349;10;0,342897578;1;0;;3
Grigoleit2012;2012;1;11;1,265060241;2,168674699;0,903614458;10;0,285747981;2;0;;4
Grigoleit2012;2012;1;12,5;4,518072289;5,963855422;1,445783133;10;0,45719677;3,5;0;;5,5
Grigoleit2012;2012;1;13,5;4,879518072;6,686746988;1,807228916;10;0,571495963;4,5;0;;6,5
Grigoleit2012;2012;1;15,5;5,421686747;7,048192771;1,626506024;10;0,514346366;6,5;0;;8,5
Grigoleit2012;2012;2;24;1,265060241;1,987951807;0,722891566;10;0,228598385;24;0;;2
Abedelmalek2013;2013;1;8;1,13;;0,5;12;1,732050808;0;0;;
Abedelmalek2013;2013;1;18;2,37;;0,93;12;3,221614502;0;0;;
Pejovic2013;2013;1;8;1,915254237;2,186440678;0,271186441;30;1,485349308;0;0;;
Pejovic2013;2013;1;9;1,720338983;1,974576271;0,254237288;30;1,392514977;1;0;;
Pejovic2013;2013;1;10;1,940677966;2,186440678;0,245762712;30;1,346097811;2;0;;
Pejovic2013;2013;1;11;2,347457627;2,601694915;0,254237288;30;1,392514977;3;0;;
Pejovic2013;2013;1;12;2,533898305;2,796610169;0,262711864;30;1,438932143;4;0;;
Pejovic2013;2013;1;13;2,593220339;2,855932203;0,262711864;30;1,438932143;5;0;;
Pejovic2013;2013;1;14;2,533898305;2,788135593;0,254237288;30;1,392514977;6;0;;
Pejovic2013;2013;1;15;2,694915254;2,906779661;0,211864407;30;1,160429147;7;0;;
Pejovic2013;2013;1;16;2,847457627;3,127118644;0,279661017;30;1,531766474;8;0;;
Pejovic2013;2013;1;17;2,796610169;3,059322034;0,262711864;30;1,438932143;9;0;;
Pejovic2013;2013;1;18;2,5;2,771186441;0,271186441;30;1,485349308;10;0;;
Pejovic2013;2013;1;19;2,296610169;2,550847458;0,254237288;30;1,392514977;11;0;;
Pejovic2013;2013;1;20;2,406779661;2,669491525;0,262711864;30;1,438932143;12;0;;
Pejovic2013;2013;1;21;2,550847458;2,813559322;0,262711864;30;1,438932143;13;0;;
Pejovic2013;2013;1;22;2,491525424;2,779661017;0,288135593;30;1,57818364;14;0;;
Pejovic2013;2013;1;23;2,245762712;2,5;0,254237288;30;1,392514977;15;0;;
Pejovic2013;2013;2;24;2,169491525;2,423728814;0,254237288;30;1,392514977;16;1;1;
Pejovic2013;2013;2;25;2,228813559;2,483050847;0,254237288;30;1,392514977;17;1;2;
Pejovic2013;2013;2;26;2,262711864;2,516949153;0,254237288;30;1,392514977;18;1;3;
Pejovic2013;2013;2;27;2,338983051;2,593220339;0,254237288;30;1,392514977;19;1;4;
Pejovic2013;2013;2;28;2,271186441;2,533898305;0,262711864;30;1,438932143;20;1;5;
Pejovic2013;2013;2;29;2,296610169;2,584745763;0,288135593;30;1,57818364;21;1;6;
Pejovic2013;2013;2;30;2,220338983;2,466101695;0,245762712;30;1,346097811;22;1;7;
Pejovic2013;2013;2;31;1,559322034;1,830508475;0,271186441;30;1,485349308;23;1;8;
Agorastos2014;2014;1;11,5;1,401482047;1,532312092;0,130830045;11;0,43391417;15,5;0;;
Agorastos2014;2014;1;12,5;1,619034624;1,83450839;0,215473766;11;0,714645635;16,5;0;;
Agorastos2014;2014;1;13,5;2,922098076;4,250944999;1,328846924;11;4,40728665;17,5;0;;
Agorastos2014;2014;1;14,5;6,083833771;9,009900086;2,926066315;11;9,704664077;18,5;0;;
Agorastos2014;2014;1;15,5;3,969939801;5,879312667;1,909372866;11;6,332673382;19,5;0;;
Agorastos2014;2014;1;16,5;3,975914303;5,290150442;1,314236139;11;4,358828161;20,5;0;;
Agorastos2014;2014;1;17,5;3,45180465;4,276312801;0,824508152;11;2,734584176;21,5;0;;
Agorastos2014;2014;1;18,5;4,282748374;6,120139461;1,837391086;11;6,093936826;22,5;0;;
Agorastos2014;2014;1;19,5;3,340784952;4,774053488;1,433268536;11;4,753613957;23,5;0;;
Agorastos2014;2014;1;20,5;3,059944357;3,859123908;0,799179551;11;2,65057871;24,5;0;;
Agorastos2014;2014;1;21,5;3,175926908;4,225727683;1,049800776;11;3,481795277;25,5;0;;
Agorastos2014;2014;1;22,5;2,807113848;3,416106049;0,608992202;11;2,019798633;26,5;0;;
Agorastos2014;2014;1;23,5;3,545356557;4,471313414;0,925956857;11;3,071051467;27,5;1;1;
Agorastos2014;2014;2;24,5;3,023747836;3,614639169;0,590891333;11;1,959764844;28,5;1;2;
Agorastos2014;2014;2;25,5;3,620078966;4,647775859;1,027696893;11;3,408484992;29,5;1;3;
Agorastos2014;2014;2;26,5;4,572422272;5,870477979;1,298055707;11;4,305163737;30,5;1;4;
Agorastos2014;2014;2;27,5;5,984806309;8,252489555;2,267683245;11;7,521054468;31,5;1;5;
Agorastos2014;2014;2;28,5;7,294146994;10,0579482;2,763801211;11;9,166491612;32,5;1;6;
Agorastos2014;2014;2;29,5;3,981637457;5,204041882;1,222404425;11;4,05425682;33,5;1;7;
Agorastos2014;2014;2;30,5;5,698035771;8,745239001;3,04720323;11;10,10642977;34,5;1;8;
Agorastos2014;2014;2;31,5;3,922722327;5,506484093;1,583761767;11;5,252743537;35,5;0;;
Agorastos2014;2014;2;32,5;3,928625769;5,614090647;1,685464879;11;5,5900546;36,5;0;;
Agorastos2014;2014;2;33,5;4,379020589;6,485143985;2,106123395;11;6,985221064;37,5;0;;
Agorastos2014;2014;2;34,5;4,083403803;5,835271784;1,751867981;11;5,810288776;38,5;0;;
Gill2010;2010;1;19;1,43;1,26;0,18;14;0,655097434;0;0;;
Gill2010;2010;1;20;1,6;1,41;0,19;14;0,708964915;1;0;;
Gill2010;2010;1;21;1,95;1,72;0,23;14;0,863263856;2;0;;
Gill2010;2010;1;22;2,12;1,87;0,24;14;0,902583768;3;0;;
Gill2010;2010;1;23;2,14;1,87;0,27;14;1,010526174;4;0;;
Gill2010;2010;2;24;2,21;1,95;0,26;14;0,977273339;5;1;1;
Gill2010;2010;2;25;2,38;2,1;0,28;14;1,054483817;6;1;2;
Gill2010;2010;2;26;2,2;1,95;0,25;14;0,936803434;7;1;3;
Gill2010;2010;2;27;2,69;2,36;0,33;14;1,228187889;8;1;4;
Gill2010;2010;2;28;2,22;1,95;0,27;14;1,016229229;9;1;5;
Gill2010;2010;2;29;1,94;1,71;0,23;14;0,858794965;10;1;6;
Gill2010;2010;2;30;1,91;1,68;0,23;14;0,873348814;11;1;7;
Gill2010;2010;2;31;1,69;1,49;0,21;14;0,774651132;12;1;8;
Kritikou2014male;2014;1;8;2,04;1,79;0,25;18;1,06624289;0;0;;
Kritikou2014male;2014;1;9;1,94;1,71;0,23;18;0,980813183;1;0;;
Kritikou2014male;2014;1;10;1,9;1,66;0,23;18;0,99033267;2;0;;
Kritikou2014male;2014;1;11;2,05;1,8;0,25;18;1,052812379;3;0;;
Kritikou2014male;2014;1;12;2,2;1,92;0,28;18;1,18358403;4;0;;
Kritikou2014male;2014;1;13;2,62;2,35;0,27;18;1,158538734;5;0;;
Kritikou2014male;2014;1;14;2,34;2,07;0,27;18;1,129395147;6;0;;
Kritikou2014male;2014;1;15;2,22;1,96;0,26;18;1,108932486;7;0;;
Kritikou2014male;2014;1;16;2,48;2,16;0,32;18;1,372235307;8;0;;
Kritikou2014male;2014;1;17;2,34;2,04;0,3;18;1,275151638;9;0;;
Kritikou2014male;2014;1;18;2,59;2,23;0,36;18;1,512550411;10;0;;
Kritikou2014male;2014;1;19;2,29;2,02;0,28;18;1,179261617;11;0;;
Kritikou2014male;2014;1;20;2,5;2,15;0,34;18;1,459463587;12;0;;
Kritikou2014male;2014;1;21;2,39;2,06;0,32;18;1,377584403;13;0;;
Kritikou2014male;2014;1;22;2,66;2,31;0,34;18;1,44891353;14;0;;
Kritikou2014male;2014;1;23;2,41;2,11;0,3;18;1,257841286;15;0;;
Kritikou2014male;2014;2;24;2,48;2,18;0,3;18;1,276287197;16;1;1;
Kritikou2014male;2014;2;25;2,36;2,07;0,3;18;1,253048792;17;1;2;
Kritikou2014male;2014;2;26;2,41;2,11;0,3;18;1,25835902;18;1;3;
Kritikou2014male;2014;2;27;2,48;2,19;0,3;18;1,257261211;19;1;4;
Kritikou2014male;2014;2;28;1,95;1,62;0,34;18;1,43938134;20;1;5;
Kritikou2014male;2014;2;29;2,35;2,02;0,32;18;1,371356719;21;1;6;
Kritikou2014male;2014;2;30;1,98;1,65;0,33;18;1,413943399;22;1;7;
Kritikou2014male;2014;2;31;2,23;1,98;0,25;18;1,060455992;23;1;8;
Kritikou2014female;2014;1;8;1,98;1,67;0,31;21;1,426916021;0;0;;
Kritikou2014female;2014;1;9;1,9;1,62;0,28;21;1,295039959;1;0;;
Kritikou2014female;2014;1;10;1,87;1,61;0,26;21;1,213423756;2;0;;
Kritikou2014female;2014;1;11;2,25;1,96;0,29;21;1,344992144;3;0;;
Kritikou2014female;2014;1;12;2,46;2,13;0,33;21;1,507833532;4;0;;
Kritikou2014female;2014;1;13;3,07;2,68;0,38;21;1,753063754;5;0;;
Kritikou2014female;2014;1;14;3,03;2,69;0,34;21;1,549574817;6;0;;
Kritikou2014female;2014;1;15;3,07;2,7;0,37;21;1,70376316;7;0;;
Kritikou2014female;2014;1;16;3,13;2,78;0,34;21;1,575069698;8;0;;
Kritikou2014female;2014;1;17;3,63;3,22;0,41;21;1,857395086;9;0;;
Kritikou2014female;2014;1;18;3,6;3,17;0,43;21;1,968903744;10;0;;
Kritikou2014female;2014;1;19;3,55;3,16;0,39;21;1,786677947;11;0;;
Kritikou2014female;2014;1;20;3,88;3,46;0,42;21;1,918960786;12;0;;
Kritikou2014female;2014;1;21;3,64;3,2;0,44;21;2,018887593;13;0;;
Kritikou2014female;2014;1;22;3,38;3,1;0,28;21;1,288855539;14;0;;
Kritikou2014female;2014;1;23;3,35;3,06;0,29;21;1,337231383;15;0;;
Kritikou2014female;2014;2;24;3,41;3,04;0,37;21;1,717518832;16;1;1;
Kritikou2014female;2014;2;25;3,19;2,81;0,38;21;1,741553845;17;1;2;
Kritikou2014female;2014;2;26;2,56;2,24;0,32;21;1,465590666;18;1;3;
Kritikou2014female;2014;2;27;2,48;2,16;0,31;21;1,437260161;19;1;4;
Kritikou2014female;2014;2;28;2,54;2,17;0,38;21;1,732369275;20;1;5;
Kritikou2014female;2014;2;29;2,17;1,88;0,3;21;1,354144776;21;1;6;
Kritikou2014female;2014;2;30;1,94;1,64;0,29;21;1,33366149;22;1;7;
Kritikou2014female;2014;2;31;1,95;1,66;0,28;21;1,293464594;23;1;8;
